date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:32:57	66/66	---MCZ	200	added ('OK')	text/plain	date:Sat,%2001%20Apr%202017%2001:56:04%20GMT	https://www.instagram.com/robots.txt		(from )
16:32:57	22024/22024	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2019:32:57%20GMT	https://www.instagram.com/accounts/password/reset/	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/accounts/password/reset/index.html	(from )
16:32:57	11628/11628	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/scripts/webfont.js/c0456c81549b.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/webfont.js/c0456c81549b.js	(from https://www.instagram.com/accounts/password/reset/)
16:32:57	8320/8320	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/ico/apple-touch-icon-76x76-precomposed.png/932e4d9af891.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/apple-touch-icon-76x76-precomposed.png/932e4d9af891.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:58	16573/16573	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/ico/apple-touch-icon-120x120-precomposed.png/004705c9353f.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/apple-touch-icon-120x120-precomposed.png/004705c9353f.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:58	24016/24016	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/ico/apple-touch-icon-152x152-precomposed.png/82467bc9bcce.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/apple-touch-icon-152x152-precomposed.png/82467bc9bcce.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:58	27818/27818	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/ico/apple-touch-icon-167x167-precomposed.png/515cb4eeeeee.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/apple-touch-icon-167x167-precomposed.png/515cb4eeeeee.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:58	31023/31023	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/ico/apple-touch-icon-180x180-precomposed.png/94fd767f257b.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/apple-touch-icon-180x180-precomposed.png/94fd767f257b.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:58	34715/34715	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/ico/favicon-192.png/b407fa101800.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/ico/favicon-192.png/b407fa101800.png	(from https://www.instagram.com/accounts/password/reset/)
16:32:59	101585/101585	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202017%2008:01:28%20GMT	https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css	(from https://www.instagram.com/accounts/password/reset/)
16:32:59	94840/94840	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/scripts/jquery.js/213ba890e802.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/jquery.js/213ba890e802.js	(from https://www.instagram.com/accounts/password/reset/)
16:32:59	1943/1943	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/scripts/bluebar.js/57733d51aed5.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/bluebar.js/57733d51aed5.js	(from https://www.instagram.com/accounts/password/reset/)
16:32:59	972/972	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/scripts/navigation.js/a98ac49433f4.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/navigation.js/a98ac49433f4.js	(from https://www.instagram.com/accounts/password/reset/)
16:33:00	1337/1337	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/clean/logo.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.google.com/recaptcha/api/img/clean/logo.png	(from https://www.instagram.com/accounts/password/reset/)
16:33:00	417/417	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/clean/refresh.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.google.com/recaptcha/api/img/clean/refresh.png	(from https://www.instagram.com/accounts/password/reset/)
16:33:00	261/261	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/clean/audio.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.google.com/recaptcha/api/img/clean/audio.png	(from https://www.instagram.com/accounts/password/reset/)
16:33:01	279/279	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/clean/text.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.google.com/recaptcha/api/img/clean/text.png	(from https://www.instagram.com/accounts/password/reset/)
16:33:01	384/384	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/clean/help.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.google.com/recaptcha/api/img/clean/help.png	(from https://www.instagram.com/accounts/password/reset/)
16:33:01	16324/16324	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:29%20GMT	https://www.instagram.com/static/scripts/polyfills/es5-shim.min.js/6514c5e08593.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/polyfills/es5-shim.min.js/6514c5e08593.js	(from https://www.instagram.com/accounts/password/reset/)
16:33:01	6758/6758	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/scripts/polyfills/es5-sham.min.js/fc3c22cf2d67.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/scripts/polyfills/es5-sham.min.js/fc3c22cf2d67.js	(from https://www.instagram.com/accounts/password/reset/)
16:33:02	22615/22615	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2001%20Apr%202017%2019:33:02%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/connect.facebook.net/en_US/fbevents.js	(from https://www.instagram.com/accounts/password/reset/)
16:33:02	134/134	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/glyphs/arrow-down-small.png/e63eefad276b.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/arrow-down-small.png/e63eefad276b.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:02	3116/3116	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/shared/noise-1.png/aae6cb061f08.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/noise-1.png/aae6cb061f08.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:03	9948/9948	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/shared/shared-assets.png/1e2eddff9a25.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/shared-assets.png/1e2eddff9a25.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:03	3116/3116	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/shared/noise-2.png/a8ebea8286c6.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/noise-2.png/a8ebea8286c6.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:03	23441/23441	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/shared/shared-assets@2x.png/896896393814.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/shared-assets@2x.png/896896393814.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:03	87/87	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/alpha/fff_10.png/9823b55df601.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/alpha/fff_10.png/9823b55df601.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:03	5086/5086	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/shared/glyph-assets.png/65866ccb7550.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/glyph-assets.png/65866ccb7550.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:04	220/220	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/shared/dropdown-arrow.png/4f584371fcde.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/dropdown-arrow.png/4f584371fcde.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:04	357/357	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/bg/white-gradient-300px.png/0fa8165a3b27.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/bg/white-gradient-300px.png/0fa8165a3b27.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:04	10082/10082	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/shared/glyph-assets@2x.png/a31074f530b7.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/glyph-assets@2x.png/a31074f530b7.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:04	19976/19976	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/bg/body_split.jpg/4cf78eab2160.jpg	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/bg/body_split.jpg/4cf78eab2160.jpg	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:05	412/412	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/bg/blue-noisy.jpg/c8d5bcc4ef0d.jpg	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/bg/blue-noisy.jpg/c8d5bcc4ef0d.jpg	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
